species_id	biome_id	genome_count	total_genes	core_genes	soft_core_genes	shell_genes	cloud_genes	cloud_fraction	core_fraction
MGYG000456768	marine	3	1591	488	0	1103	0	0.0	0.30672532998114393
MGYG000456787	marine	8	2123	567	0	1522	34	0.01601507300989166	0.2670748940178992
MGYG000456706	marine	7	929	291	0	625	13	0.013993541442411194	0.3132400430570506
MGYG000456794	marine	9	1297	523	0	770	4	0.0030840400925212026	0.40323824209714726
MGYG000456795	marine	5	1611	585	0	1026	0	0.0	0.36312849162011174
MGYG000456712	marine	9	1669	660	0	997	12	0.007189934092270821	0.39544637507489516
MGYG000456796	marine	3	2254	1647	0	607	0	0.0	0.730700976042591
MGYG000463048	marine	10	1387	201	0	1144	42	0.03028118240807498	0.14491708723864455
MGYG000463000	marine	4	1376	578	0	798	0	0.0	0.42005813953488375
MGYG000463004	marine	16	2064	170	0	1783	111	0.05377906976744186	0.08236434108527131
MGYG000463019	marine	11	2139	225	0	1882	32	0.014960261804581581	0.10518934081346423
MGYG000463021	marine	5	1386	647	0	739	0	0.0	0.4668109668109668
MGYG000463030	marine	6	1540	554	0	986	0	0.0	0.35974025974025975
MGYG000467485	marine	3	782	368	0	414	0	0.0	0.47058823529411764
MGYG000467488	marine	9	1164	375	0	785	4	0.003436426116838488	0.32216494845360827
MGYG000467491	marine	9	1583	729	0	833	21	0.013265950726468731	0.46051800379027164
MGYG000467430	marine	11	1050	173	0	859	18	0.017142857142857144	0.16476190476190475
MGYG000467437	marine	26	1438	285	224	813	116	0.08066759388038942	0.19819193324061196
MGYG000467444	marine	4	4020	2896	0	1124	0	0.0	0.7203980099502487
MGYG000467449	marine	11	1354	595	0	754	5	0.003692762186115214	0.43943870014771047
MGYG000467459	marine	3	995	836	0	159	0	0.0	0.8402010050251256
MGYG000467482	marine	5	2815	2305	0	510	0	0.0	0.8188277087033747
MGYG000470562	marine	3	1432	899	0	533	0	0.0	0.6277932960893855
MGYG000470567	marine	4	1211	543	0	668	0	0.0	0.44838976052848883
MGYG000470592	marine	4	1069	717	0	352	0	0.0	0.6707202993451824
MGYG000470516	marine	6	3475	3112	0	363	0	0.0	0.8955395683453238
MGYG000470526	marine	3	1091	727	0	364	0	0.0	0.6663611365719523
MGYG000470542	marine	10	3578	1792	0	1763	23	0.006428172163219676	0.5008384572386808
MGYG000470548	marine	29	2082	277	443	1179	183	0.08789625360230548	0.13304514889529298
MGYG000471103	marine	6	1926	513	0	1413	0	0.0	0.26635514018691586
MGYG000471142	marine	9	1334	397	0	924	13	0.009745127436281859	0.29760119940029983
MGYG000474176	marine	5	4496	3141	0	1355	0	0.0	0.6986209964412812
MGYG000475630	marine	10	2330	586	0	1703	41	0.01759656652360515	0.2515021459227468
MGYG000475659	marine	6	2244	1839	0	405	0	0.0	0.81951871657754
MGYG000475676	marine	3	1083	668	0	415	0	0.0	0.6168051708217913
MGYG000475683	marine	5	1632	1051	0	581	0	0.0	0.6439950980392157
MGYG000477330	marine	4	2266	500	0	1766	0	0.0	0.22065313327449249
MGYG000479816	marine	3	5306	4027	0	1279	0	0.0	0.7589521296645307
MGYG000479804	marine	6	6086	5402	0	684	0	0.0	0.8876109102859021
MGYG000479805	marine	3	4429	3746	0	683	0	0.0	0.8457891171822082
MGYG000479810	marine	3	5206	3909	0	1297	0	0.0	0.750864387245486
MGYG000479811	marine	71	12971	1662	2102	1504	7703	0.5938632333667412	0.12813198673964998
MGYG000479815	marine	5	4419	2444	0	1975	0	0.0	0.5530663045937995
MGYG000437083	marine	3	5368	4377	0	991	0	0.0	0.815387481371088
MGYG000437004	marine	23	3670	104	258	2860	448	0.1220708446866485	0.028337874659400544
MGYG000443742	marine	3	5505	2079	0	3426	0	0.0	0.3776566757493188
MGYG000443713	marine	3	2134	1315	0	819	0	0.0	0.6162136832239925
MGYG000443793	marine	5	3679	1947	0	1732	0	0.0	0.5292198967110628
MGYG000443747	marine	3	3190	2503	0	687	0	0.0	0.7846394984326018
MGYG000447683	marine	6	3627	1037	0	2590	0	0.0	0.28591122139509234
MGYG000447662	marine	3	3647	2288	0	1359	0	0.0	0.6273649574993145
MGYG000447689	marine	3	2188	1126	0	1062	0	0.0	0.5146252285191956
MGYG000447614	marine	3	2693	1608	0	1085	0	0.0	0.597103601930932
MGYG000447698	marine	3	4081	3801	0	280	0	0.0	0.9313893653516295
MGYG000447681	marine	25	4737	274	588	3215	660	0.13932868904369855	0.05784251636056576
MGYG000455971	marine	4	1241	467	0	774	0	0.0	0.37630942788074134
MGYG000455982	marine	6	1243	703	0	540	0	0.0	0.5655671761866452
MGYG000455913	marine	4	3751	2173	0	1578	0	0.0	0.5793121834177553
MGYG000455927	marine	17	1059	109	0	904	46	0.04343720491029273	0.10292728989612843
MGYG000455948	marine	26	1751	163	217	1231	140	0.0799543118218161	0.0930896630496859
MGYG000455962	marine	8	1964	999	0	947	18	0.009164969450101833	0.5086558044806517
MGYG000455968	marine	8	2111	645	0	1424	42	0.01989578398863098	0.30554239696826146
MGYG000458080	marine	3	1428	1108	0	320	0	0.0	0.7759103641456583
MGYG000458084	marine	15	1420	45	0	1190	185	0.13028169014084506	0.03169014084507042
MGYG000458099	marine	8	1719	209	0	1501	9	0.005235602094240838	0.12158231529959279
MGYG000458021	marine	6	4080	2735	0	1345	0	0.0	0.6703431372549019
MGYG000458029	marine	16	3389	867	0	2490	32	0.00944231336677486	0.25582767778105636
MGYG000458032	marine	12	2779	736	0	1969	74	0.026628283555235697	0.2648434688736956
MGYG000458049	marine	33	2421	85	167	2026	143	0.0590665014456836	0.03510945890128046
MGYG000460367	marine	3	1423	1010	0	413	0	0.0	0.7097680955727337
MGYG000460376	marine	8	1297	305	0	982	10	0.007710100231303007	0.23515805705474171
MGYG000460300	marine	8	1904	496	0	1380	28	0.014705882352941176	0.2605042016806723
MGYG000460320	marine	3	1701	891	0	810	0	0.0	0.5238095238095238
MGYG000460327	marine	19	1096	255	0	825	16	0.014598540145985401	0.23266423357664234
MGYG000460348	marine	3	2884	2466	0	418	0	0.0	0.8550624133148405
MGYG000462965	marine	6	3126	1153	0	1973	0	0.0	0.3688419705694178
MGYG000462923	marine	8	1567	709	0	845	13	0.008296107211231652	0.4524569240587109
MGYG000462925	marine	4	2383	1506	0	877	0	0.0	0.6319765002098195
MGYG000462930	marine	3	3289	2910	0	379	0	0.0	0.884767406506537
MGYG000462951	marine	3	4119	1300	0	2819	0	0.0	0.3156105850934693
MGYG000463677	marine	3	772	528	0	244	0	0.0	0.6839378238341969
MGYG000463682	marine	21	1572	122	195	1178	77	0.048982188295165395	0.07760814249363868
MGYG000463602	marine	4	1430	1110	0	320	0	0.0	0.7762237762237763
MGYG000463616	marine	3	1149	797	0	352	0	0.0	0.6936466492602262
MGYG000463619	marine	3	2463	1555	0	908	0	0.0	0.6313438895655704
MGYG000463651	marine	41	5715	155	1123	2492	1945	0.34033245844269466	0.02712160979877515
MGYG000463660	marine	6	1399	463	0	936	0	0.0	0.3309506790564689
MGYG000463669	marine	7	2470	540	0	1791	139	0.0562753036437247	0.21862348178137653
MGYG000464348	marine	5	2122	1863	0	259	0	0.0	0.8779453345900095
MGYG000464301	marine	17	1327	94	0	1132	101	0.07611152976639035	0.07083647324792766
MGYG000464309	marine	4	1423	436	0	987	0	0.0	0.30639494026704145
MGYG000464384	marine	24	4559	394	811	2497	857	0.18797982013599474	0.08642246106602325
MGYG000464310	marine	4	1419	717	0	702	0	0.0	0.5052854122621564
MGYG000464319	marine	3	1097	451	0	646	0	0.0	0.41112123974475845
MGYG000464323	marine	6	1341	822	0	519	0	0.0	0.6129753914988815
MGYG000464342	marine	19	4117	2737	0	1315	65	0.015788195287830945	0.664804469273743
MGYG000466184	marine	9	2817	1295	0	1519	3	0.0010649627263045794	0.4597089101881434
MGYG000466111	marine	4	2268	815	0	1453	0	0.0	0.359347442680776
MGYG000466162	marine	10	1182	204	0	975	3	0.0025380710659898475	0.17258883248730963
MGYG000471594	marine	8	5242	3801	0	1288	153	0.02918733307897749	0.7251049217855781
MGYG000471599	marine	8	3610	1943	0	1656	11	0.0030470914127423824	0.5382271468144044
MGYG000471544	marine	34	1540	244	240	841	215	0.1396103896103896	0.15844155844155844
MGYG000477204	marine	5	4757	3363	0	1394	0	0.0	0.7069581669119193
MGYG000478490	marine	54	5832	12	190	3516	2114	0.36248285322359397	0.00205761316872428
MGYG000478453	marine	3	4196	3769	0	427	0	0.0	0.8982364156339371
MGYG000478408	marine	54	6302	2918	178	920	2286	0.36274198667089813	0.46302761028245004
MGYG000478560	marine	5	2989	1210	0	1779	0	0.0	0.40481766477082637
MGYG000478586	marine	4	1065	584	0	481	0	0.0	0.5483568075117371
MGYG000478542	marine	8	3987	961	0	2478	548	0.13744670178078755	0.24103335841484827
MGYG000478589	marine	16	1261	207	0	945	109	0.08643933386201427	0.1641554321966693
MGYG000478531	marine	3	3898	3665	0	233	0	0.0	0.9402257567983582
MGYG000478590	marine	4	1398	919	0	479	0	0.0	0.6573676680972819
MGYG000478591	marine	3	1108	931	0	177	0	0.0	0.8402527075812274
MGYG000478551	marine	5	1339	648	0	691	0	0.0	0.4839432412247946
MGYG000478571	marine	9	5601	3554	0	1654	393	0.07016604177825388	0.6345295482949473
MGYG000478552	marine	12	4436	748	0	3579	109	0.024571686203787194	0.16862037871956717
MGYG000478553	marine	6	2777	1288	0	1489	0	0.0	0.46380986676269353
MGYG000478522	marine	4	6559	4270	0	2289	0	0.0	0.6510138740661686
MGYG000478579	marine	3	951	585	0	366	0	0.0	0.6151419558359621
MGYG000478559	marine	6	2716	809	0	1907	0	0.0	0.2978645066273932
MGYG000482071	marine	3	1475	769	0	706	0	0.0	0.5213559322033898
MGYG000436830	marine	7	2595	465	0	1823	307	0.11830443159922929	0.1791907514450867
MGYG000436881	marine	3	2179	1921	0	258	0	0.0	0.8815970628728774
MGYG000436832	marine	5	1318	658	0	660	0	0.0	0.4992412746585736
MGYG000436833	marine	3	2736	2564	0	172	0	0.0	0.9371345029239766
MGYG000436891	marine	3	1026	427	0	599	0	0.0	0.4161793372319688
MGYG000436834	marine	7	2748	1520	0	1156	72	0.026200873362445413	0.5531295487627366
MGYG000436895	marine	4	3556	1481	0	2075	0	0.0	0.41647919010123735
MGYG000436844	marine	3	1302	1000	0	302	0	0.0	0.7680491551459293
MGYG000436845	marine	13	1527	268	0	1206	53	0.03470857891290111	0.17550753110674525
MGYG000436851	marine	3	1848	1524	0	324	0	0.0	0.8246753246753247
MGYG000436870	marine	3	4050	3872	0	178	0	0.0	0.9560493827160493
MGYG000436880	marine	6	1760	890	0	870	0	0.0	0.5056818181818182
MGYG000437909	marine	3	2461	2006	0	455	0	0.0	0.81511580658269
MGYG000437917	marine	6	3214	953	0	2261	0	0.0	0.2965152457996266
MGYG000437965	marine	24	2190	312	370	1147	361	0.16484018264840183	0.14246575342465753
MGYG000437981	marine	4	1307	884	0	423	0	0.0	0.6763580719204285
MGYG000437988	marine	25	1655	316	433	757	149	0.09003021148036254	0.19093655589123867
MGYG000437998	marine	4	1906	970	0	936	0	0.0	0.5089192025183631
MGYG000443912	marine	10	1501	159	0	1327	15	0.009993337774816789	0.10592938041305797
MGYG000443938	marine	8	1773	398	0	1214	161	0.09080654258319233	0.22447828539199097
MGYG000443946	marine	4	1452	678	0	774	0	0.0	0.4669421487603306
MGYG000443929	marine	9	1408	102	0	1284	22	0.015625	0.07244318181818182
MGYG000443930	marine	15	1407	332	0	1011	64	0.04548685145700071	0.23596304193319118
MGYG000443907	marine	4	1275	683	0	592	0	0.0	0.5356862745098039
MGYG000443932	marine	3	1441	1162	0	279	0	0.0	0.806384455239417
MGYG000443934	marine	4	1317	429	0	888	0	0.0	0.32574031890660593
MGYG000443910	marine	6	1421	245	0	1176	0	0.0	0.1724137931034483
MGYG000443991	marine	5	2257	1677	0	580	0	0.0	0.743021710234825
MGYG000447452	marine	6	5170	4457	0	713	0	0.0	0.8620889748549323
MGYG000447414	marine	5	2807	1339	0	1468	0	0.0	0.47702173138582116
MGYG000447473	marine	15	4599	742	0	3115	742	0.1613394216133942	0.1613394216133942
MGYG000447431	marine	17	2418	589	0	1523	306	0.12655086848635236	0.24358974358974358
MGYG000447401	marine	4	3538	2502	0	1036	0	0.0	0.7071791972866026
MGYG000447423	marine	4	2986	1181	0	1805	0	0.0	0.3955123911587408
MGYG000447446	marine	3	4199	2997	0	1202	0	0.0	0.713741366992141
MGYG000447448	marine	3	3633	2463	0	1170	0	0.0	0.6779521056977704
MGYG000448949	marine	5	2256	952	0	1304	0	0.0	0.4219858156028369
MGYG000448922	marine	5	1635	414	0	1221	0	0.0	0.25321100917431194
MGYG000448923	marine	3	1831	1519	0	312	0	0.0	0.829601310759148
MGYG000448924	marine	5	1788	698	0	1090	0	0.0	0.39038031319910516
MGYG000451019	marine	7	1215	164	0	1035	16	0.01316872427983539	0.13497942386831277
MGYG000451030	marine	16	2952	1008	0	1691	253	0.08570460704607046	0.34146341463414637
MGYG000451042	marine	19	6372	1510	0	3419	1443	0.22645951035781545	0.23697426239799121
MGYG000451052	marine	5	2559	1067	0	1492	0	0.0	0.4169597499023056
MGYG000451055	marine	4	2648	944	0	1704	0	0.0	0.3564954682779456
MGYG000462584	marine	6	2596	1143	0	1453	0	0.0	0.44029275808936824
MGYG000462585	marine	15	1218	132	0	1013	73	0.05993431855500821	0.10837438423645321
MGYG000462514	marine	62	1224	18	143	864	199	0.16258169934640523	0.014705882352941176
MGYG000462556	marine	3	1199	770	0	429	0	0.0	0.6422018348623854
MGYG000462559	marine	5	3121	569	0	2552	0	0.0	0.18231336110221083
MGYG000470696	marine	5	1332	1063	0	269	0	0.0	0.7980480480480481
MGYG000470602	marine	3	603	248	0	355	0	0.0	0.41127694859038144
MGYG000470606	marine	6	3419	1016	0	2403	0	0.0	0.2971629131324949
MGYG000470630	marine	5	1635	771	0	864	0	0.0	0.47155963302752296
MGYG000472491	marine	18	1505	56	0	1210	239	0.15880398671096346	0.037209302325581395
MGYG000472493	marine	3	2865	1727	0	1138	0	0.0	0.6027923211169285
MGYG000472407	marine	3	1118	733	0	385	0	0.0	0.6556350626118068
MGYG000472419	marine	3	3854	1811	0	2043	0	0.0	0.469901401141671
MGYG000472444	marine	34	1274	263	226	733	52	0.04081632653061224	0.206436420722135
MGYG000472464	marine	4	3656	1700	0	1956	0	0.0	0.4649890590809628
MGYG000438603	marine	5	783	544	0	239	0	0.0	0.6947637292464879
MGYG000439722	marine	11	6988	895	0	5770	323	0.04622209502003435	0.12807670291929021
MGYG000439797	marine	15	2893	448	0	2102	343	0.1185620463187003	0.15485655029381265
MGYG000439774	marine	32	3573	158	382	2592	441	0.12342569269521411	0.04422054296109712
MGYG000439723	marine	7	2197	276	0	1893	28	0.012744651797906235	0.12562585343650431
MGYG000439755	marine	7	1975	1510	0	446	19	0.009620253164556962	0.7645569620253164
MGYG000439756	marine	23	1990	407	375	1128	80	0.04020100502512563	0.20452261306532662
MGYG000439777	marine	3	1501	1250	0	251	0	0.0	0.832778147901399
MGYG000439728	marine	5	3338	737	0	2601	0	0.0	0.2207908927501498
MGYG000439757	marine	55	3232	94	492	1730	916	0.2834158415841584	0.029084158415841586
MGYG000439783	marine	160	4583	13	361	2250	1959	0.4274492690377482	0.002836569932358717
MGYG000439705	marine	27	2553	205	313	1647	388	0.1519780650215433	0.08029768899334117
MGYG000439784	marine	42	2603	186	479	1578	360	0.13830195927775643	0.0714560122935075
MGYG000439708	marine	20	3571	446	666	2181	278	0.07784934192103052	0.12489498739848783
MGYG000439786	marine	6	4870	1902	0	2968	0	0.0	0.39055441478439423
MGYG000439735	marine	5	3906	1355	0	2551	0	0.0	0.3469022017409114
MGYG000439763	marine	38	1894	221	563	986	124	0.06546990496304118	0.11668426610348469
MGYG000439714	marine	31	4315	25	77	3023	1190	0.27578215527230593	0.005793742757821553
MGYG000439789	marine	26	3535	682	846	1804	203	0.05742574257425743	0.19292786421499292
MGYG000439736	marine	3	3094	1427	0	1667	0	0.0	0.4612152553329024
MGYG000439717	marine	19	5215	116	0	4292	807	0.15474592521572386	0.02224352828379674
MGYG000439794	marine	63	1662	117	590	680	275	0.1654632972322503	0.0703971119133574
MGYG000439741	marine	3	3714	2840	0	874	0	0.0	0.7646742057081314
MGYG000439766	marine	7	3292	783	0	2468	41	0.012454434993924665	0.23784933171324424
MGYG000439718	marine	9	1943	320	0	1613	10	0.0051466803911477095	0.1646937725167267
MGYG000439747	marine	3	2011	1616	0	395	0	0.0	0.8035803083043263
MGYG000439769	marine	3	2398	1842	0	556	0	0.0	0.76814011676397
MGYG000439720	marine	19	4178	126	0	3630	422	0.10100526567735758	0.03015797032072762
MGYG000439796	marine	3	3333	2530	0	803	0	0.0	0.759075907590759
MGYG000439752	marine	3	1274	965	0	309	0	0.0	0.7574568288854003
MGYG000442278	marine	20	1634	41	118	1419	56	0.03427172582619339	0.025091799265605876
MGYG000442239	marine	20	2174	129	224	1508	313	0.14397424103035877	0.059337626494940204
MGYG000442201	marine	21	2335	189	215	1717	214	0.09164882226980728	0.08094218415417559
MGYG000442297	marine	4	3437	1488	0	1949	0	0.0	0.4329356997381437
MGYG000442262	marine	8	1671	521	0	1134	16	0.009575104727707959	0.3117893476959904
MGYG000443384	marine	3	2258	1840	0	418	0	0.0	0.8148804251550045
MGYG000443351	marine	5	1654	1001	0	653	0	0.0	0.6051995163240629
MGYG000443318	marine	3	1579	1153	0	426	0	0.0	0.7302089930335656
MGYG000443389	marine	34	2822	337	472	1593	420	0.148830616583983	0.11941885187810064
MGYG000443393	marine	9	2473	290	0	2080	103	0.041649818034775576	0.11726647796198948
MGYG000443361	marine	11	1898	186	0	1689	23	0.012118018967334035	0.09799789251844046
MGYG000443300	marine	3	976	703	0	273	0	0.0	0.7202868852459017
MGYG000443368	marine	4	1657	839	0	818	0	0.0	0.5063367531683766
MGYG000443369	marine	13	1862	396	0	1449	17	0.009129967776584319	0.21267454350161116
MGYG000443330	marine	3	2348	2052	0	296	0	0.0	0.8739352640545145
MGYG000443344	marine	3	2448	1713	0	735	0	0.0	0.6997549019607843
MGYG000443306	marine	3	1091	598	0	493	0	0.0	0.5481209899175069
MGYG000443331	marine	3	2222	1961	0	261	0	0.0	0.8825382538253825
MGYG000443345	marine	3	3809	3603	0	206	0	0.0	0.9459175636650039
MGYG000443309	marine	3	835	404	0	431	0	0.0	0.48383233532934133
MGYG000443333	marine	4	3377	1964	0	1413	0	0.0	0.581581285164347
MGYG000443377	marine	4	2126	1245	0	881	0	0.0	0.5856067732831609
MGYG000443314	marine	3	1170	790	0	380	0	0.0	0.6752136752136753
MGYG000444499	marine	5	3127	2351	0	776	0	0.0	0.751838823153182
MGYG000444448	marine	4	1771	643	0	1128	0	0.0	0.36307171089779783
MGYG000444417	marine	31	1713	4	29	1314	366	0.2136602451838879	0.002335084646818447
MGYG000444488	marine	4	3668	2368	0	1300	0	0.0	0.6455834242093784
MGYG000444459	marine	6	3757	1455	0	2302	0	0.0	0.3872770827788129
MGYG000444419	marine	3	1198	778	0	420	0	0.0	0.6494156928213689
MGYG000444420	marine	13	1879	352	0	1493	34	0.018094731240021287	0.1873336881319851
MGYG000444492	marine	4	3977	3147	0	830	0	0.0	0.7912999748554187
MGYG000444443	marine	15	1689	240	0	1414	35	0.020722320899940794	0.14209591474245115
MGYG000446580	marine	3	4192	3135	0	1057	0	0.0	0.7478530534351145
MGYG000446533	marine	4	2767	1131	0	1636	0	0.0	0.4087459342247922
MGYG000446586	marine	9	4814	3495	0	1215	104	0.02160365600332364	0.7260074781886166
MGYG000446500	marine	7	3575	1110	0	2427	38	0.01062937062937063	0.3104895104895105
MGYG000446523	marine	5	2508	686	0	1822	0	0.0	0.27352472089314195
MGYG000446568	marine	3	6415	4756	0	1659	0	0.0	0.7413873733437256
MGYG000452006	marine	10	1748	327	0	1416	5	0.002860411899313501	0.18707093821510298
MGYG000452009	marine	3	2994	2496	0	498	0	0.0	0.8336673346693386
MGYG000452020	marine	29	1623	449	309	746	119	0.07332101047443007	0.2766481823783118
MGYG000452059	marine	5	2386	1612	0	774	0	0.0	0.6756077116512993
MGYG000452886	marine	4	2878	2270	0	608	0	0.0	0.7887421820708825
MGYG000452888	marine	7	1336	266	0	985	85	0.06362275449101797	0.19910179640718562
MGYG000452809	marine	7	2578	692	0	1851	35	0.013576415826221877	0.2684251357641583
MGYG000452819	marine	27	1178	149	190	628	211	0.17911714770797962	0.1264855687606112
MGYG000452844	marine	6	2222	509	0	1713	0	0.0	0.22907290729072907
MGYG000452858	marine	6	1567	896	0	671	0	0.0	0.5717932354818124
MGYG000453161	marine	17	2772	602	0	1877	293	0.1056998556998557	0.21717171717171718
MGYG000453175	marine	9	1715	696	0	1019	0	0.0	0.40583090379008746
MGYG000453177	marine	3	1231	661	0	570	0	0.0	0.536961819658814
MGYG000453181	marine	6	1143	267	0	876	0	0.0	0.2335958005249344
MGYG000453184	marine	4	1036	517	0	519	0	0.0	0.49903474903474904
MGYG000453127	marine	18	2405	565	0	1712	128	0.053222453222453225	0.23492723492723494
MGYG000453129	marine	4	1317	547	0	770	0	0.0	0.4153378891419894
MGYG000453135	marine	4	1190	671	0	519	0	0.0	0.5638655462184874
MGYG000453152	marine	6	1354	495	0	859	0	0.0	0.3655834564254062
MGYG000453158	marine	4	1591	1003	0	588	0	0.0	0.6304211187932118
MGYG000453743	marine	9	4284	3069	0	1208	7	0.0016339869281045752	0.7163865546218487
MGYG000453767	marine	5	2071	554	0	1517	0	0.0	0.26750362143891837
MGYG000453775	marine	3	2403	2164	0	239	0	0.0	0.9005409904286309
MGYG000453781	marine	6	2421	1334	0	1087	0	0.0	0.5510119785212721
MGYG000453798	marine	13	3979	2318	0	1326	335	0.08419200804222167	0.5825584317667756
MGYG000453728	marine	9	1505	316	0	1158	31	0.020598006644518274	0.20996677740863787
MGYG000453730	marine	6	1569	198	0	1371	0	0.0	0.12619502868068833
MGYG000453734	marine	3	5019	4085	0	934	0	0.0	0.8139071528192867
MGYG000454035	marine	6	818	94	0	724	0	0.0	0.11491442542787286
